,Number,Merge,Text Content,Document,Codes,id
189,47:2,2,"Herausgeber
Landeshauptstadt Erfurt Stadtverwaltung
Redaktion
Amt für Stadtentwicklung und Stadtplanung Löberstraße 34
99096 Erfurt
Amtsleiter
Paul Börsch
Bearbeiter
Achim Kintzel Annegret Rüster Michael Matthes
Bearbeitung durch
Planungsgemmeinschaft Verkehr PGV-Alrutz, Hannover
Bearbeiter
Dankmar Alrutz Sabrina Perlitius
plan & rat
Büro für Kommunale Planung und Beratung, Braunschweig
Bearbeiter
Juliane Krause Ulrich Schäfer",Erfurt-Teilkonzept-2015.pdf,"consultants, municipal employees / members of the public administration, ",Erfurt-Teilkonzept-2015.pdf_2
190,48:1,1,"Der VEP wird im Baureferat der Stadt Fürth bearbeitet. Hauptverantwortlich wird der VEP-Prozess vom Stadtplanungsamt gestaltet. Verwaltungsintern werden Projektgruppen und Lenkungskreise (LK VEP) gebildet, die eine direkte Abstimmung mit der Politik ermöglichen. Zu einzelnen Fachthemen werden externe Gutachter hinzugezogen.",Fürth-VEP-Partizipation-2020.pdf,"consultants, municipal employees / members of the public administration, project management, working group",Fürth-VEP-Partizipation-2020.pdf_1
191,48:2,2,"Maßgebliches Gremium des VEPs ist der Beratungskreis (BK VEP), der sich aus Vertretern der Stadtgesellschaft, Politik und Verwaltung zusammensetzt. Der BK VEP wird etwa 3 bis 5-mal jährlich tagen und bietet die Möglichkeit die Sichtweisen der Institutionen und Akteure, die sie vertreten, offen und frühzeitig zu kommunizieren. Vorschläge der Verwaltung und Planer sollen von ihnen kritisch reflektiert werden. Die Ergebnisse der Beratungen werden von den Vertretern des BK VEP zurück in ihre Verbände und Institutionen gespiegelt. Sie haben damit eine wichtige Funktion als Multiplikatoren bzw. Kommunikatoren im Planungsprozess.",Fürth-VEP-Partizipation-2020.pdf,"advisory board, decision-makers / political authorities, envisioning / common ground, multiplicators, municipal employees / members of the public administration, social organisations / public interest groups, ",Fürth-VEP-Partizipation-2020.pdf_2
192,48:3,3,m Zentrum stehen dabei Öffentlichkeitsveranstaltungen. Diese werden von einem erfahrenden Moderator begleitet und je nach Thema ausgestaltet. Über die Homepage werden Sie hier und unter der Rubrik Neuigkeiten stets über Termine auf dem Laufenden gehalten. Auch sonstige Neuigkeiten werden stets über die Homepage kundgetan.,Fürth-VEP-Partizipation-2020.pdf,"citizens and wider public, communication / transparency, exhibition / event / presentation, ",Fürth-VEP-Partizipation-2020.pdf_3
193,48:4,4,,Fürth-VEP-Partizipation-2020.pdf,"municipal employees / members of the public administration, ",Fürth-VEP-Partizipation-2020.pdf_4
194,49:1,1,,Hamburg-Mobilität Ziele-2016.pdf,"municipal employees / members of the public administration, ",Hamburg-Mobilität Ziele-2016.pdf_1
195,50:1,1,,Hamm-Bericht-2018.pdf,"municipal employees / members of the public administration, ",Hamm-Bericht-2018.pdf_1
196,51:1,1,"Mit den projektverantwortlichen Vertretern innerhalb der städtischen Verwaltung sowie punktuell weiteren verwaltungsinternen Vertretern wurden in unregelmäßigen Abständen Zwischenergeb- nisse diskutiert sowie der weitere Projektverlauf besprochen.
      » 21.09.2016
» 29.10.2018
» 11.10.2018
» 17.01.2019
» 06.03.2019
Verwaltungsinterner Auftakt
Abstimmung Inhalte Szenarien (Phase 3) (Projektverantwortliche) Abstimmung Inhalte Szenarien (Phase 3) (Verwaltungsinterner AK) Handlungs- und Maßnahmenkatalog (Phase 4)
Umsetzungskonzept, Priorisierung, Maßnahmenbündelung (Phase 5)",Heilbronn_Mobilitaetskonzept_2019.pdf,"municipal employees / members of the public administration, project management, working group",Heilbronn_Mobilitaetskonzept_2019.pdf_1
197,51:2,2,"Zur inhaltlichen Begleitung der Projektbearbeitung wurde ein projektbegleitender Arbeitskreis ini- tiiert, der sich aus institutionellen Vertretern von Verbänden, Unternehmen, Parteien und der Ver- waltung zusammensetzt. Es wurden insgesamt zwei Beteiligungstermine mit dem projektbeglei- tenden Arbeitskreis durchgeführt.",Heilbronn_Mobilitaetskonzept_2019.pdf,"decision-makers / political authorities, feedback / discussion, municipal employees / members of the public administration, networks and associations, private business / economy, working group",Heilbronn_Mobilitaetskonzept_2019.pdf_2
198,51:3,3,Die aktive Beteiligung der Bürgerschaft gehört in Heilbronn seit einigen Jahren zur selbstver- ständlichen Planungs- und Kommunikationspraxis. ,Heilbronn_Mobilitaetskonzept_2019.pdf,"citizens and wider public, communication / transparency",Heilbronn_Mobilitaetskonzept_2019.pdf_3
199,51:4,3,"Projektvorstellung und Aufnahme der Anregungen zu den einzelnen Verkehrsträgern (Bürgerauftakt Phase 1)
Vorstellung und Diskussion der verkehrspolitischen Ziele (Workshop Phase 2)
Vorstellung des Handlungs- und Maßnahmenkonzept (Information Phase 3 und 4)",Heilbronn_Mobilitaetskonzept_2019.pdf,"citizen workshop / citizen forum, citizens and wider public, communication / transparency, envisioning / common ground, ",Heilbronn_Mobilitaetskonzept_2019.pdf_3
200,51:5,4,Neben der Bereitstellung von Informationen auf der städti- schen Internetseite wurden Informationsveranstaltungen und Workshops durchgeführt,Heilbronn_Mobilitaetskonzept_2019.pdf,"citizens and wider public, communication / transparency, online communication, ",Heilbronn_Mobilitaetskonzept_2019.pdf_4
201,51:6,5,"Neben der Beteiligung der Politik im Rahmen des projektbegleitenden Arbeitskreises wurden die erarbeiteten verkehrspolitischen Ziele im Bau- und Umweltausschuss am 16.01.2018 sowie im Gemeinderat am 25.02.2018 vorgestellt und als Grundlage für den weiteren Arbeitsprozess be- schlossen.
Darüber hinaus wurde das fertige Mobilitäts- und Klimaschutzteilkonzept im Bau- und Umwelt- ausschuss (15.10.2019) sowie im Gemeinderat (24.10.2019) vorgestellt.",Heilbronn_Mobilitaetskonzept_2019.pdf,"decision-makers / political authorities, envisioning / common ground, press / marketing / public relations / communication, ",Heilbronn_Mobilitaetskonzept_2019.pdf_5
202,51:7,6,,Heilbronn_Mobilitaetskonzept_2019.pdf,"consultants, ",Heilbronn_Mobilitaetskonzept_2019.pdf_6
203,52:1,1,"Zudem wurde das Zielkonzept des VEP 2003 überprüft, mit der Politik und den insti- tutionellen Vertretern in einem Workshop diskutiert und aktualisiert. Aufbauend auf dem Zielkon- zept werden Maßnahmen und Verbesserungsvorschläge unterbreitet. Einzelkonzepte (z.B. für den Radverkehr in Iserlohn)1 untermauern und konkretisieren die Maßnahmenkonzepte.",Heme-Iserlohn-Menden-VEP-2016.pdf,"decision-makers / political authorities, envisioning / common ground, non defined stakeholders, political actors / district committees, stakeholder workshops, ",Heme-Iserlohn-Menden-VEP-2016.pdf_1
204,52:2,1,Onlinebeteiligung Mobilitäts- erhebungen,Heme-Iserlohn-Menden-VEP-2016.pdf,understand users / user behavior / requirements,Heme-Iserlohn-Menden-VEP-2016.pdf_1
205,52:4,2,Politikworkshop Juni 2015,Heme-Iserlohn-Menden-VEP-2016.pdf,"decision-makers / political authorities, envisioning / common ground, networks and associations, non defined stakeholders, political actors / district committees, stakeholder workshops, ",Heme-Iserlohn-Menden-VEP-2016.pdf_2
206,52:5,3,"uftragnehmer
Planersocietät – Stadtplanung, Verkehrsplanung, Kommunikation Dr.-Ing. Frehn, Steinberg Partnerschaft, Stadt- und Verkehrsplaner Gutenbergstr. 34
44139 Dortmund
Fon: 0231/589696-0 Fax: 0231/589696-18
info@planersocietaet.de www.planersocietaet.de
in Zusammenarbeit mit:
Ingenieurbüro Helmert Malmedyer Straße 30 52066 Aachen
Dortmund, im April 2016
Hinweis
Bei allen planerischen Projekten gilt es die unterschiedlichen Sichtweisen und Lebenssituationen von Frauen und Männern zu berücksichtigen. In der Wortwahl des Gutachtens werden deshalb geschlechtsneutrale Formulie- rungen bevorzugt oder beide Geschlechter gleichberechtigt erwähnt. Wo dies aus Gründen der Lesbarkeit unter- bleibt, sind ausdrücklich stets beide Geschlechter angesprochen.
     ",Heme-Iserlohn-Menden-VEP-2016.pdf,"consultants, ",Heme-Iserlohn-Menden-VEP-2016.pdf_3
207,53:1,1,"3.3.1 Kick-off-Workshop
Im Rahmen des Kick-off-Workshops zum Green City Plan am 07.03.2018 wurde das Arbeitspaket 1 mit seinen Bearbeitungsschwerpunkten vorgestellt. Das Fokusthema des Arbeitspakets sind die For- mulierung der Erfordernisse an ein digitales Verkehrsdatenerfassungssystem, die Definition von technischen Parametern, die Prüfung von Datenschutzaspekten und die Zusammenführung zu einer Verkehrsmanagementstrategie. Am Ende der Veranstaltung wurde unter den anwesenden Akteu- ren das Interesse zur Mitarbeit an den Themen des Arbeitspakets abgefragt und in einer Liste erfasst, in die auch im Nachhinein weitere Akteure aufgenommen wurden. Die Institutionen, die im Verlauf des Projektzeitraums ihr Interesse an der Mitarbeit im Rahmen des Arbeitspakets erklärt haben, wurden in den Informationsfluss eingebunden und sind in Tabelle 4 aufgelistet.",Hildesheim-GreenCityPlan-2018.pdf,"consultants, envisioning / common ground, municipal employees / members of the public administration, researchers, stakeholder workshops, ",Hildesheim-GreenCityPlan-2018.pdf_1
208,53:2,2,"3.3.2 Workshop zur Identifizierung geeigneter Maßnahmen für den Green City Plan
Im Anschluss an den Auftaktworkshop folgte am 14.05.2018 der Workshop zur Identifizierung ge- eigneter Maßnahmen für den Green City Plan (Agenda des Workshops vgl. Tabelle 6). Die teilneh- menden Institutionen des Workshops sind in Tabelle 5 aufgelistet.
Tabelle 5: Teilnehmende Institutionen des Workshops am 14.05.2018
Teilnehmerliste
Stadt Hildesheim Stiftung Uni Hildesheim SHP Ingenieure Insgesamt 7 Teilnehmer
Der Workshop wurde von SHP Ingenieure durchgeführt und mit der im Anhang befindlichen Präsen- tation begleitet. Die durch SHP eingebrachten Maßnahmen zur Digitalisierung des Verkehrs wurden im Anschluss diskutiert. Die Ergebnisse des Workshops wurden in Form eines Sitzungsprotokolls aufbereitet und den beteiligten Akteuren im Anschluss an den Workshop zur Verfügung gestellt.",Hildesheim-GreenCityPlan-2018.pdf,"co-creation workshop, consultants, feedback / discussion, municipal employees / members of the public administration, researchers, ",Hildesheim-GreenCityPlan-2018.pdf_2
209,53:3,3,"Workshop zur Identifizierung geeigneter Maßnahmen für den Green City Plan
Im Anschluss an den Auftaktworkshop folgte am 31.05.2018 der Workshop zur Identifizierung geeig- neter Maßnahmen für den Green City Plan (siehe Teilnehmerliste in Tabelle 11 und Agenda des Workshops in Tabelle 12). Zur Vorbereitung auf den Workshop wurden Vorabgespräche mit zentra- len Akteuren der Stadt Hildesheim geführt (unter anderem mit dem FB Stadtplanung und Stadtent- wicklung der Stadt Hildesheim, der SVHI Stadtverkehr Hildesheim, Projektträger VDI/VDE IT GmbH wegen der Förderprogramme, BBHC, LNC und e2work GmbH), um den aktuellen Diskussionsstand zur Elektromobilität innerhalb der Stadt Hildesheim zu erfassen. Da das Thema schon von der Auf- gabenstellung her stark fokussiert war, waren die teilnehmenden Institutionen fast schon vorgege- ben.
Tabelle 11: Teilnehmende Institutionen des Workshops am 24.05.2018
Teilnehmerliste
Stadt Hildesheim: Fachbereich Stadtplanung und Stadtentwicklung SVHI Stadtverkehr Hildesheim GmbH & Co. KG
Insgesamt 2 Teilnehmer und 2 Berater",Hildesheim-GreenCityPlan-2018.pdf,"consultants, feedback / discussion, interviews, municipal employees / members of the public administration, private business / economy, stakeholder workshops, ",Hildesheim-GreenCityPlan-2018.pdf_3
210,53:4,4,"Workshop zur Identifizierung geeigneter Maßnahmen für den Green City Plan
Im Anschluss an den Auftaktworkshop folgte am 14.05.2018 der Workshop zur Identifizierung ge- eigneter Maßnahmen für den Green City Plan (vgl. Tabelle 20). Die teilnehmenden Institutionen sind in Tabelle 19 aufgelistet.
Tabelle 19: Teilnehmende Institutionen des Workshops am 14.05.2018
Teilnehmerliste
Stadt Hildesheim
Stiftung Uni Hildesheim SHP Ingenieure Insgesamt 10 Teilnehmer
Der Workshop wurde von SHP Ingenieure vorbereitet und durchgeführt. Die Präsentation, die im Workshop vorgestellt wurde, ist im Anhang des Arbeitspakets dokumentiert. Die durch SHP einge- brachten Maßnahmen zur Digitalisierung des Verkehrs wurden im Anschluss diskutiert. Die Ergeb- nisse des Workshops wurden in Form eines Sitzungsprotokolls aufbereitet und den beteiligten Akt- euren im Anschluss an den Workshop zur Verfügung gestellt.",Hildesheim-GreenCityPlan-2018.pdf,"consultants, feedback / discussion, municipal employees / members of the public administration, researchers, stakeholder workshops, ",Hildesheim-GreenCityPlan-2018.pdf_4
211,53:5,5,"Workshop zur Identifizierung geeigneter Maßnahmen für den Green City Plan
Im Anschluss an den Auftaktworkshop folgte am 14.05.2018 der Workshop zur Identifizierung ge- eigneter Maßnahmen für den Green City Plan (vgl. Tabelle 32). Zur Vorbereitung auf den Workshop wurden Vorabgespräche mit zentralen Akteuren der Stadt Hildesheim geführt (unter anderem mit der Stadt Hildesheim), um den aktuellen Diskussionsstand zur Radverkehrsförderung innerhalb der Stadt zu erfassen. Die teilnehmenden Institutionen des Workshops sind in Tabelle 31 aufgelistet.
Tabelle 31: Teilnehmende Institutionen des Workshops am 14.05.2018
Teilnehmerliste
Stadt Hildesheim
Stiftung Uni Hildesheim Green Office Hildesheim ADFC
SHP Ingenieure",Hildesheim-GreenCityPlan-2018.pdf,"consultants, feedback / discussion, municipal employees / members of the public administration, networks and associations, researchers, stakeholder workshops, ",Hildesheim-GreenCityPlan-2018.pdf_5
212,53:6,6,"Workshop zur Identifizierung geeigneter Maßnahmen für den Green City Plan
Im Anschluss an den Auftaktworkshop folgte am 24.05.2018 der Workshop zur Identifizierung ge- eigneter Maßnahmen für den Green City Plan (vgl. Tabelle 36). Zur Vorbereitung auf den Workshop wurden Vorabgespräche mit zentralen Akteuren der Stadt Hildesheim geführt (unter anderem mit
Green City Plan Hildesheim AP 6 154

     der Stadt Hildesheim, der Energieversorgung Hildesheim und dem Stadtverkehr Hildesheim), um den aktuellen Diskussionsstand zur Elektromobilität innerhalb der Stadt zu erfassen. Die teilneh- menden Institutionen des Workshops sind in Tabelle 35 aufgelistet.
Tabelle 35: Teilnehmende Institutionen des Workshops am 24.05.2018
Teilnehmerliste
Stadt Hildesheim
Energieversorgung Hildesheim
Stadtmobil Hildesheim
ZAH Zweckverband Abfallwirtschaft Hildesheim Becker Büttner Held Consulting AG
Institut für Klimaschutz, Energie und Mobilität Handwerkskammer Hildesheim",Hildesheim-GreenCityPlan-2018.pdf,"consultants, feedback / discussion, interviews, municipal employees / members of the public administration, private business / economy, researchers, stakeholder workshops, transport providers and operators / public services like energy",Hildesheim-GreenCityPlan-2018.pdf_6
213,53:7,7,"9.3.2 Akteursabfrage
Bei der Erarbeitung der Umsetzungsvorschläge für einen multimodalen Mobilitätsverbund spielen die bestehenden Mobilitätsbedürfnisse in Hildesheim eine wesentliche Rolle. Für eine Bestandsauf- nahme der Mobilitätsbedürfnisse wurde auf die Erfahrungen der bereits langjährig in der Stadt täti- gen Stakeholder zurückgegriffen. Zu diesem Zweck wurde im AP 7 eine Abfrage der als relevant identifizierten Akteure durchgeführt, um deren Erfahrungen und Einschätzungen über den Mobili- tätsverbund in Hildesheim einzubeziehen. Dabei wurde die Einschätzung der Stakeholder zu den Potenzialen für Angebote, die Multimodalität stärken, ebenso eingeholt wie ihre Sicht auf wesentli- che Schwachstellen des Mobilitätsangebots in Hildesheim.",Hildesheim-GreenCityPlan-2018.pdf,"non defined stakeholders, online_questionnaire_zurvey, understand users / user behavior / requirements",Hildesheim-GreenCityPlan-2018.pdf_7
214,53:8,8,"9.3.3 Vor-Ort-Workshop mit den Mitgliedern des Arbeitspakets
Anknüpfend an die Ergebnisse der Akteursabfrage wurden erste Maßnahmenansätze konzipiert. Um diese weiterzuentwickeln, wurde am 06.06.2018 ein Vor-Ort-Workshop mit den maßgeblichen Hildesheimer Akteuren durchgeführt.
Im Zuge dessen wurden die Maßnahmenansätze diskutiert und der Austausch mit den Stakeholdern vertieft. Im Vordergrund stand dabei, durch die Einbeziehung der Akteure eine Abstimmung über die Möglichkeiten und Voraussetzungen vor Ort zu erzielen.
Die Tagesordnung des Workshops ist in der folgenden Tabelle 43 dargestellt.",Hildesheim-GreenCityPlan-2018.pdf,"consultants, envisioning / common ground, municipal employees / members of the public administration, networks and associations, private business / economy, researchers, social organisations / public interest groups, stakeholder workshops, ",Hildesheim-GreenCityPlan-2018.pdf_8
215,53:9,9,"10.3.2 Workshop zur Identifizierung geeigneter Komponenten für den Green City Plan
Im Anschluss an den Auftaktworkshop folgte am 24.05.2018 der Workshop zur Identifizierung ge- eigneter Maßnahmen für den Green City Plan (vgl. Tabelle 52). Die teilnehmenden Institutionen des Workshops sind in Tabelle 51 aufgelistet.",Hildesheim-GreenCityPlan-2018.pdf,"consultants, envisioning / common ground, private business / economy, researchers, social organisations / public interest groups, stakeholder workshops, transport providers and operators / public services like energy",Hildesheim-GreenCityPlan-2018.pdf_9
216,53:10,10,"uftragnehmer:
Dr. Peter Bischoff Melissa Latzel
Jürgen Allesch Burkhard Eberwein
Helge Spies Dag Rüdiger
Matthias Puffe
Dr. Florian Umlauf Marius Goffart
Matthias Hartwig Felix Nowack Oskar Schumacher
Projektleitung:
Projektsteuerung:
Andrea Döring Michael Veenhuis
Stadtbaurätin
Fachbereichsleiterin Stadtplanung und Stadtentwicklung Bereich Stadtentwicklung – Verkehrsplanung Bereichsleiter Stadtentwicklung – Projektleitung
SHP Ingenieure GbR SHP Ingenieure GbR
eM-Pro Elektromobilität GmbH eM-Pro Elektromobilität GmbH
LNC LogisticNetwork Consultants GmbH LNC LogisticNetwork Consultants GmbH
Becker Büttner Held Consulting AG Becker Büttner Held Consulting AG Becker Büttner Held Consulting AG
Institut für Klimaschutz, Energie und Mobilität Institut für Klimaschutz, Energie und Mobilität Institut für Klimaschutz, Energie und Mobilität
AP1,3,5 AP1,3,5
AP2 AP2
AP 4 AP 4
AP 6, 8 AP 6, 8 AP 6, 8
AP 7 AP 7 AP 7",Hildesheim-GreenCityPlan-2018.pdf,"consultants, ",Hildesheim-GreenCityPlan-2018.pdf_10
217,54:1,1,"Im Rahmen der Analysephase wird den Bürgerinnen und Bürgern die Gelegenheit geben, Ihre Sichtweise und Erfahrungen bei zwei öffentlichen Bürgerwerkstätten einzubringen. Im angelaufenen ersten Arbeitsschritt werden zur Anregung der Diskussion in den Bürgerwerkstätten die Ergebnisse der Analyse aus Sicht der extern beauftragten Fachplanung vorgestellt, ebenso die hieraus abgeleiteten Gedanken zur Formulierung von übergeordneten Leitsätzen und Handlungszielen",Ingolstadt-Beteiligung-2016.docx,"citizen workshop / citizen forum, citizens and wider public, feedback / discussion",Ingolstadt-Beteiligung-2016.docx_1
218,54:2,1,"Die Anregungen aus den Bürgerwerkstätten werden im Anschluss fachlich weiterentwickelt und in einer zweiten Runde mit den Institutionen, Vereinen und Verbänden im Rahmen eines Runden Tischs rückgekoppelt und ergänzend behandelt",Ingolstadt-Beteiligung-2016.docx,"Committees representing public interests, networks and associations, round table, social organisations / public interest groups, ",Ingolstadt-Beteiligung-2016.docx_1
219,54:3,2,Im weiteren Verlauf des dialogischen Planungsprozesses werden die vorgebrachten Anregungen fachlich konkretisiert und in den Bezirksausschüssen und den politischen Gremien behandelt. Mit dem ersten Teil der Fortschreibung des Verkehrsentwicklungsplans werden die Zustandsanalyse und die Zieldefinition abgeschlossen. ,Ingolstadt-Beteiligung-2016.docx,"decision-makers / political authorities, envisioning / common ground, political actors / district committees, ",Ingolstadt-Beteiligung-2016.docx_2
220,54:4,3,￼,Ingolstadt-Beteiligung-2016.docx,"researchers, ",Ingolstadt-Beteiligung-2016.docx_3
221,55:1,1,Alle Phasen wurden eng mit der verwaltungsinternen Projektsteuerungsgruppe des Amts für Stadt- entwicklung und Bauordnung und einer ämterübergreifenden Verwaltungsarbeitsgruppe (Arbeits- kreis Verwaltung) sowie einem Arbeitskreis Verkehrsentwicklungsplan (AK VEP) als Expertengre- mium abgestimmt. Hier wurden Zwischenergebnisse des VEP-Prozesses diskutiert sowie gemein- sam Ziele und die Maßnahmen erarbeitet.,Koblenz-Verkehrsentwicklungsplan-2018.pdf,"experts-practitioners-planers, municipal employees / members of the public administration, project management, working group",Koblenz-Verkehrsentwicklungsplan-2018.pdf_1
222,55:2,2,"Den Auftakt zum Bürgerdialog und Beteiligungsprozess machte der Öffentliche Zielworkshop am 30. Mai 2015. Unter der Moderation des Oberbürgermeisters Prof. Dr. Joachim Hofmann-Göttig und der Planersocietät diskutierten die circa 30 Teilnehmerinnen und Teilnehmer über die Ziele des Verkehrsentwicklungsplans. In einem Workshop wurde in drei Gruppen zu einem Themenbereich über die speziell zu definierenden Ziele diskutiert:
Umweltverbund fördern, Erreichbarkeit sichern
▪ Ziel: Verkehrsverlagerung zu Gunsten des Umweltverbundes ▪ Ziel: Sicherung der Erreichbarkeit
Reduzierung negativer verkehrlicher Umweltwirkungen
▪ Ziel: Verträgliche Abwicklung des motorisierten Individualverkehrs ▪ Ziel: Verträgliche Abwicklung des Wirtschaftsverkehrs
Sichere und finanzierbare Mobilität
▪ Ziel: Verkehrssicherheit erhöhen
▪ Ziel: Gleichberechtigte Verkehrsteilhabe sichern
▪ Ziel: Bestandssicherung und Effizienzsteigerung im Verkehrssystem
Die Teilnehmerinnen und Teilnehmer hatten hierbei die Möglichkeit, in allen drei Themengruppen die jeweiligen Ziele zu diskutieren. Die umfangreichen Rückmeldungen wurden in das Zielsystem und das letztendlich beschlossene Zielkonzept (siehe Kapitel 3) aufgenommen.",Koblenz-Verkehrsentwicklungsplan-2018.pdf,"citizen workshop / citizen forum, citizens and wider public, feedback / discussion",Koblenz-Verkehrsentwicklungsplan-2018.pdf_2
223,55:3,3,"Im Sommer 2017 wurden insgesamt fünf Akteursgespräche mit unterschiedlichen Verbänden, In- stitutionen bzw. Gruppen geführt. Die Akteursgruppen (und jeweiligen Personenkreise) sind fol- gend aufgelistet:
▪ Einzelhandel und Gastronomie (Stadtforum „Alle lieben Koblenz“, Koblenz Stadtmarketing),
▪ Hochschulen ( AStA und Studierende der Uni Koblenz sowie HS Koblenz),
▪ Kinder und Jugendliche (Kinder- und Jugendrat der Stadt Koblenz),
▪ Senioren und Mobilitätseingeschränkte (Behindertenbeauftragter der Stadt Koblenz und
Vertreter, Blinden- und Sehbehindertenverein Koblenz, Seniorenbeirat der Stadt Koblenz,
Gemeindeschwestern plus)
▪ Tourismus und Veranstaltungsverkehre (Koblenz-Touristik, Koblenz Kongress)
Die Akteursgespräche dienten zum einen dazu, Problemstellungen und Herausforderungen aus Sicht der jeweiligen Akteursgruppen zu identifizieren. Z",Koblenz-Verkehrsentwicklungsplan-2018.pdf,"Committees representing public interests, interviews, private business / economy, researchers, senior citizens, understand users / user behavior / requirements, young and children",Koblenz-Verkehrsentwicklungsplan-2018.pdf_3
224,55:4,4,"Anfang des Jahres 2017 fanden von Februar bis April insgesamt vier Teilraum-Bürgerversammlun- gen statt. Ziel der Veranstaltungen war es, allen Bürgerinnen und Bürgern sowohl aus der Innen- stadt als auch aus den Stadt- und Ortsteilen die Möglichkeit zu geben, eigene Ideen und Maßnah- men in den VEP-Prozess einzubringen sowie erste Maßnahmenvorschläge des VEPs zu diskutieren. Die Versammlungen wurden daher an unterschiedlichen Versammlungsorten in den Stadtteilen durchgeführt:",Koblenz-Verkehrsentwicklungsplan-2018.pdf,"citizen workshop / citizen forum, citizens and wider public, ideation / innovation",Koblenz-Verkehrsentwicklungsplan-2018.pdf_4
225,55:5,5,"Eine besondere Funktion hatte der Arbeitskreis VEP (AK VEP), der den gesamten Prozess des VEP begleitete und sich aus ca. 25 Mitgliedern zusammensetzte. Dazu gehörten neben den Vertretern der Fraktionen des Stadtrats jene aus unterschiedlichen verkehrsrelevanten Institutionen, Organi- sationen und Verbänden (siehe Liste der Teilnehmer des AK VEP, Anhang IV). Der Arbeitskreis Ver- kehrsentwicklungsplan traf sich ungefähr in zwei-Monats-Abständen und insgesamt in 12 Sitzungen zwischen April 2014 und Juni 2017.",Koblenz-Verkehrsentwicklungsplan-2018.pdf,"Committees representing public interests, feedback / discussion, municipal employees / members of the public administration, networks and associations, social organisations / public interest groups, working group",Koblenz-Verkehrsentwicklungsplan-2018.pdf_5
226,55:6,6,"Auftragnehmer
Planersocietät - Stadtplanung, Verkehrsplanung, Kommunikation Dr.-Ing. Frehn, Steinberg Partnerschaft, Stadt- und Verkehrsplaner Gutenbergstraße 34
44139 Dortmund
Fon: 0231/589696-0 Fax: 0231/589696-18
info@planersocietaet.de www.planersocietaet.de
Bearbeitung
Dr.-Ing. Michael Frehn Dipl.-Ing. Jan Diesfeld M. Sc. Kevin Hillen
Dortmund, im September 2018",Koblenz-Verkehrsentwicklungsplan-2018.pdf,"consultants, ",Koblenz-Verkehrsentwicklungsplan-2018.pdf_6
227,56:1,1,"Die Öffentlichkeits-/Bürgerbeteiligung hat einen hohen Stellenwert. Sie trägt zu einer besseren Aufklärung, einer höheren Akzeptanz und zu guten Planungsergebnissen bei. Bei einer Straßenplanung gibt es eine Vielzahl gegenläufiger Interessen. Daher ist in der Regel nicht mit der Zustimmung aller Beteiligten zu rechnen. Die frühzeitige Öffentlichkeits-/Bürgerbeteiligung ermöglicht mehr Transparenz von Anfang an. Wenn Interessengegensätze frühzeitig offengelegt werden, vermittelt das dem Vorhabenträger zeitnah, an welchen Stellen Konflikte ausgeräumt oder zumindest abgemildert werden können, wenn die Planung geändert oder angepasst wird. Die frühzeitige Information und Beteiligung hat somit eine Befriedungs- und Aufklärungsfunktion und leistet damit auch einen Beitrag zur Verfahrensbeschleunigung.",Magdeburg-Beteiligung Website-2021.docx,"citizens and wider public, communication / transparency, increase user acceptance / legitimacy, press / marketing / public relations / communication, social networks",Magdeburg-Beteiligung Website-2021.docx_1
228,56:2,2,"Bürger-Workshop
Städtebaulich-verkehrliches Entwicklungskonzept zum Konrad-Adenauer-Platz und dessen Umfeld
￼Die Westseite des Magdeburger Hauptbahnhofes weist derzeit gestalterisch als auch funktionell einige Defizite auf. Mit einer städtebaulich-verkehrlichen Untersuchung mehr...
•Sachbearbeitung: Frau Quantz, Tel.: +49 391 5405375
",Magdeburg-Beteiligung Website-2021.docx,"citizen workshop / citizen forum, citizens and wider public, increase user acceptance / legitimacy, ",Magdeburg-Beteiligung Website-2021.docx_2
229,56:3,3,"Bürger-Workshop
Eine sichere Straße für alle !
￼Stadtfeld-Ost ist einer der bevölkerungsreichten Stadtteile Magdeburgs mit hohem Verkehrsaufkommen. An der Goethestraße, sollen nun in einem ersten Planungsschritt Ideen zu einer verbesserten Nutzung des zur Verfügung stehenden Verkehrsraums diskuiert werden. mehr ... 
•Sachbearbeitung: Herr Strüber, Tel.: +49 391 540 5356",Magdeburg-Beteiligung Website-2021.docx,"citizen workshop / citizen forum, citizens and wider public, increase user acceptance / legitimacy, ",Magdeburg-Beteiligung Website-2021.docx_3
230,56:4,4,"Bürgerbeteiligung
Radschnellverbindungen
￼In einem Online-Beteiligungsverfahren des Stadtplanungsamtes können Interessierte vom 29. Mai bis 12. Juni ihre Ideen für Radschnellverbindungen vom Magdeburger Stadtzentrum ins Umland angeben. mehr ...",Magdeburg-Beteiligung Website-2021.docx,"citizens and wider public, ideation / innovation, online_questionnaire_zurvey",Magdeburg-Beteiligung Website-2021.docx_4
231,56:5,5,"m Planungsverfahren (zum Beispiel Raumordnungs- und Planfeststellungsverfahren) ist eine Beteiligung der Bürger gesetzlich vorgeschrieben. Daneben werden in der Straßenplanung bereits seit Langem verschiedenste Wege bestritten, um die Öffentlichkeit frühzeitig am Planungsprozess zu beteiligen",Magdeburg-Beteiligung Website-2021.docx,"municipal employees / members of the public administration, ",Magdeburg-Beteiligung Website-2021.docx_5
